time_s,input_current_density_A_m2,experiment_voltage_V,model_voltage_V,voltage_relative_error_percent,experiment_temperature_C,model_mean_temperature_full_domain_C,temperature_relative_error_percent_C_basis,model_max_ice_volume_fraction,voltage_absolute_error_V,temperature_absolute_error_C,model_mean_temperature_MEA_C,model_input_current_density_A_m2
4.6,70.0,0.801,0.7694924202858155,3.9335305510842065,-19.964737756968,-19.96716020085967,0.012133612377781683,7.833774051751937e-25,0.0315075797141845,0.002422443891671122,-19.96281488605605,70.0
4.8,60.0,0.801,0.7764892227425372,3.060022129520957,-19.9634161918419,-19.965789845201975,0.011890015903410364,7.172048593671534e-25,0.024510777257462868,0.0023736533600740017,-19.962057825930227,60.0
5.0,70.0,0.801,0.7694729488313392,3.9359614442772575,-19.9620982843207,-19.964335985370298,0.011209748683361526,7.171400126490998e-25,0.031527051168660836,0.0022377010495979732,-19.959989907900827,70.0
5.2,70.0,0.801,0.7694637942025033,3.9371043442567686,-19.9607077658005,-19.96280484697011,0.010506046149334659,6.019021168516311e-25,0.03153620579749672,0.0020970811696088276,-19.958435250798768,70.0
5.4,70.0,0.801,0.7694545195250415,3.9382622315803406,-19.9593211229018,-19.96127931953243,0.009810938050300063,6.018740464164585e-25,0.03154548047495853,0.0019581966306283505,-19.95690936354235,70.0
5.6,70.0,0.801,0.7694452242960705,3.9394226846353937,-19.9580525390336,-19.959757757849225,0.008544014062951865,6.119179133869997e-25,0.031554775703929505,0.0017052188156263526,-19.955387557556467,70.0
5.8,60.0,0.801,0.776451670713908,3.0647102729203586,-19.9567874395764,-19.95840826674435,0.008121683777303294,2.7132363051383283e-24,0.024548329286092074,0.0016208271679509778,-19.954674756294455,60.0
6.0,60.0,0.802,0.7764431873434167,3.1866349945864565,-19.9554878688332,-19.957141293923595,0.008285565861700855,2.713240179046494e-24,0.025556812656583383,0.0016534250903958991,-19.95343051878138,60.0
6.2,50.0,0.797,0.7846838522561379,1.5453133932072944,-19.9541157140788,-19.956042413055307,0.009655647005938128,2.7131903979509593e-24,0.012316147743862138,0.001926698976507879,-19.952961847135903,50.0
6.4,100.0,0.765,0.7529536677242534,1.5746839576139326,-19.9520861857361,-19.95418245815617,0.010506532502687576,2.7133019883546264e-24,0.012046332275746585,0.002096272420068601,-19.947915112116927,100.0
6.6,150.0,0.739,0.7337653072178636,0.70834814372617,-19.9488011654811,-19.951049354971918,0.011269797478896724,2.713323163128533e-24,0.0052346927821363964,0.0022481894908175093,-19.941343887907543,150.0
6.8,200.0,0.718,0.7197089351819932,0.23801325654501684,-19.9442018461222,-19.94662381723506,0.012143735465304551,2.7132083680173675e-24,0.0017089351819932208,0.0024219711128594668,-19.933400890667397,200.0
7.0,250.0,0.699,0.7084656415942407,1.3541690406639189,-19.93782503582,-19.940884722773347,0.015346142058369667,2.7132093984883656e-24,0.009465641594240792,0.00305968695334613,-19.924082004677995,250.0
7.2,320.0,0.682,0.6955899489603692,1.9926611378840373,-19.9294963225799,-19.933443699516648,0.019806706967674413,2.713182390264415e-24,0.013589948960369136,0.003947376936746849,-19.9115950171415,320.0
7.4,380.0,0.667,0.6862971592034862,2.893127316864495,-19.9200346948561,-19.9242891050486,0.021357443687587196,2.980920047291054e-24,0.01929715920348618,0.004254410192501723,-19.89797757446949,380.0
7.6,400.0,0.653,0.6834780168091098,4.667383891134728,-19.9094720256139,-19.914257553744044,0.02403643915813365,2.980319057072423e-24,0.030478016809109776,0.004785528130142325,-19.88634893382873,400.0
7.8,460.0,0.64,0.6756072349410581,5.563630459540329,-19.897330862705,-19.902938458970343,0.028182655774464067,2.979899292558003e-24,0.03560723494105811,0.005607596265342352,-19.870624817933844,460.0
8.0,500.0,0.628,0.6708174692958537,6.8180683592123765,-19.8836350928311,-19.89033912464911,0.03371632896455428,2.980892986163768e-24,0.04281746929585373,0.006704031818010492,-19.854938827730745,500.0
8.2,560.0,0.616,0.6641431251971769,7.815442402139106,-19.8682541508126,-19.876253964766697,0.04026430250676903,2.985214043467489e-24,0.048143125197176895,0.00799981395409688,-19.836319560127084,560.0
8.4,610.0,0.606,0.6590111155151668,8.74770883088561,-19.8512215782306,-19.860682092362453,0.047657087976022146,2.9861742691683534e-24,0.053011115515166796,0.009460514131852449,-19.816866439940483,610.0
8.6,660.0,0.595,0.6542038179743395,9.950221508292351,-19.8325221554474,-19.84371305447406,0.056427008823911384,2.9852206090680762e-24,0.05920381797433949,0.011190899026658485,-19.796016131669603,660.0
8.8,740.0,0.586,0.6469936916347426,10.408479801150627,-19.8115715300036,-19.824740420370194,0.06647070045225632,2.9854037633159008e-24,0.060993691634742664,0.013168890366593189,-19.77086180707306,740.0
9.0,780.0,0.576,0.6437067922456079,11.754651431529158,-19.7886399100623,-19.804273035302923,0.07900050388340878,2.980984116502363e-24,0.06770679224560794,0.015633125240622547,-19.74713222045086,780.0
9.2,830.0,0.568,0.639749413105684,12.631938927057053,-19.7641935453112,-19.78249093835981,0.09257849558425338,3.6616812557297845e-24,0.07174941310568406,0.018297393048609223,-19.721419642230327,830.0
9.4,900.0,0.559,0.6344377837725054,13.495131265206675,-19.7383556279195,-19.758880222874854,0.10398330713183972,3.2611013971034945e-24,0.07543778377250532,0.020524594955354303,-19.69228384990089,900.0
9.6,920.0,0.551,0.6331881895294731,14.91618684745427,-19.7111325575219,-19.73426732167959,0.11736902529662362,3.260519843266142e-24,0.08218818952947304,0.023134764157688892,-19.66594165204456,920.0
9.8,970.0,0.544,0.6297603367975009,15.764767793658239,-19.6822898265502,-19.70852385876326,0.13328750081544424,3.2620108141709598e-24,0.08576033679750084,0.026234032213061198,-19.63627299217639,970.0
10.0,1020.0,0.538,0.6264942245834493,16.448740628893912,-19.6517115275147,-19.681348208197544,0.15080966683919805,3.2620687977630286e-24,0.08849422458344924,0.029636680682845196,-19.60507525034216,1020.0
10.2,1060.0,0.531,0.6240661806536075,17.52658769371139,-19.6194645915181,-19.652950780324932,0.17067840282099214,3.262171013060519e-24,0.0930661806536075,0.033486188806833184,-19.57342041911139,1060.0
10.4,1130.0,0.525,0.6197426726423267,18.046223360443186,-19.5855556675234,-19.622805954535426,0.19019264831884827,3.2653673169598473e-24,0.09474267264232672,0.03725028701202504,-19.53767298298123,1130.0
10.6,1170.0,0.52,0.6175711262101907,18.763678117344366,-19.5499304519921,-19.59124031257149,0.2113043863804627,3.2580459713990903e-24,0.0975711262101907,0.041309860579389124,-19.502773094609942,1170.0
10.8,1260.0,0.513,0.6123875214700872,19.373785861615442,-19.5123469549534,-19.55750598753561,0.2314382410607188,1.5259283237952148e-24,0.09938752147008723,0.04515903258220888,-19.46179868256964,1260.0
11.0,1310.0,0.511,0.6098862846052001,19.351523406105695,-19.4731881161943,-19.521939594197114,0.250351805322883,1.4564304826891062e-24,0.0988862846052001,0.04875147800281354,-19.422017832248425,1310.0
11.2,1340.0,0.507,0.6086680116846391,20.052862265214817,-19.4329621612014,-19.485371277567342,0.2696918561935974,1.4509552922594851e-24,0.10166801168463913,0.052409116365943476,-19.382950726754974,1340.0
11.4,1430.0,0.504,0.6040918894385348,19.85950187272515,-19.3910488519049,-19.446724797523594,0.2871218882686992,1.5625792566449591e-24,0.10009188943853475,0.055675945618695266,-19.337023330481486,1430.0
11.6,1440.0,0.501,0.6041616309724218,20.59114390667102,-19.3473300657778,-19.407095906706424,0.308910018723147,1.9267386237011174e-24,0.10316163097242181,0.05976584092862325,-19.29638862817091,1440.0
11.8,1500.0,0.498,0.6015161224943126,20.786369978777635,-19.3019396153692,-19.366237505275336,0.3331162110513436,1.927741406854736e-24,0.10351612249431263,0.06429788990613616,-19.250714845736688,1500.0
12.0,1540.0,0.495,0.6000493085425198,21.222082533842386,-19.2551373840846,-19.32405751439022,0.3579311273187124,1.6743941323175472e-24,0.10504930854251981,0.06892013030562083,-19.205185963069617,1540.0
12.2,1620.0,0.493,0.5965895216073223,21.01207334834123,-19.2063637815846,-19.279911359871317,0.3829333814724283,1.6427165897776076e-24,0.10358952160732227,0.07354757828671765,-19.154486960195523,1620.0
12.4,1670.0,0.49,0.5948018219526292,21.388126929108005,-19.1555645282742,-19.234035289625517,0.40964995438004626,7.541776948764292e-24,0.10480182195262921,0.07847076135131559,-19.10437531130548,1670.0
12.6,1720.0,0.489,0.5930991688069863,21.288173580160805,-19.1033182463678,-19.18674630283218,0.43672023565981155,7.53864724658617e-24,0.10409916880698633,0.08342805646438123,-19.052938663512883,1720.0
12.8,1760.0,0.487,0.5919540130330658,21.55113203964391,-19.0493135425956,-19.138253394302172,0.466892686225663,7.538685885170575e-24,0.10495401303306584,0.08893985170657359,-19.001117935015163,1760.0
13.0,1800.0,0.486,0.5908616713895963,21.57647559456715,-18.9941262143831,-19.088670062975847,0.4977530817982761,7.539695480897226e-24,0.10486167138959634,0.09454384859274612,-18.948236118115247,1800.0
13.2,1850.0,0.485,0.5893593085625799,21.517383208779364,-18.9377574074209,-19.037776047183847,0.5281440542888883,7.667653517902965e-24,0.10435930856257991,0.100018639762947,-18.89322173163998,1850.0
13.4,1890.0,0.485,0.5883726838544211,21.313955433901263,-18.879828857805,-18.98568332112095,0.5606749092547483,2.0163399214453514e-09,0.10337268385442111,0.10585446331594994,-18.83779527340518,1890.0
13.6,1950.0,0.484,0.586550331220374,21.188084962887203,-18.8204059050561,-18.932075198344787,0.5933415774985412,1.1285851202317312e-08,0.10255033122037405,0.11166929328868846,-18.779238267427196,1950.0
13.8,1990.0,0.489,0.5856695644399912,19.76882708384278,-18.7601828747876,-18.87717728406549,0.6236314968716127,2.799042433090201e-08,0.0966695644399912,0.11699440927788984,-18.72097982483642,1990.0
14.0,2000.0,0.496,0.5861011093800101,18.16554624596979,-18.7003224217948,-18.821860150284227,0.6499231710987815,4.963604998831887e-08,0.09010110938001015,0.12153772848942523,-18.66485265391009,2000.0
14.2,2010.0,0.502,0.5865253455250907,16.837718232089784,-18.6411501570276,-18.76643004456564,0.6720609323068638,7.448410330893979e-08,0.08452534552509072,0.1252798875380421,-18.608703819202894,2010.0
14.4,2000.0,0.507,0.5877717171683693,15.93130516141406,-18.5825330917902,-18.71131604532164,0.6930322841095227,1.0133331795228984e-07,0.08077171716836928,0.12878295353144154,-18.55452009246773,2000.0
14.6,1990.0,0.512,0.5889845480983644,15.0360445504618,-18.5244667780002,-18.656720470080366,0.7139406152150708,1.2895583713616743e-07,0.07698454809836441,0.13225369208016602,-18.50090507057759,1990.0
14.8,1990.0,0.517,0.5897468989182376,14.07096690875002,-18.4669961897243,-18.602417797705296,0.7333169216569799,1.575898834812867e-07,0.0727468989182376,0.135421607980998,-18.446751841779655,1990.0
15.0,2000.0,0.521,0.5900691556156366,13.257035626801638,-18.4097608264111,-18.54808656812155,0.751371747926263,1.8806916766600142e-07,0.06906915561563653,0.13832574171044953,-18.391721547639072,2000.0
15.2,2000.0,0.526,0.5907771894119263,12.31505502127875,-18.3530378325231,-18.493841341301177,0.767194565079368,2.203798589139245e-07,0.06477718941192623,0.14080350877807746,-18.337562983800055,2000.0
15.4,1990.0,0.53,0.5918631375489021,11.672290103566423,-18.2968607981815,-18.4400028739949,0.7823313375572475,2.535140276639411e-07,0.06186313754890205,0.143142075813401,-18.284647874574645,1990.0
15.6,1990.0,0.534,0.5925152682803507,10.957915408305373,-18.2408500768948,-18.38644715451842,0.7981923924041451,2.873256366082318e-07,0.058515268280350696,0.14559707762361995,-18.231223000782652,1990.0
15.8,2000.0,0.538,0.5927430291110499,10.175284221384736,-18.185156048898,-18.33285398251185,0.8121895309377823,3.2269701584847324e-07,0.05474302911104989,0.14769793361384842,-18.17691723851529,2000.0
16.0,2000.0,0.54,0.5933503172512908,9.879688379868666,-18.1297802088295,-18.279341534330438,0.8249483654969952,3.5961493259654797e-07,0.0533503172512908,0.1495613255009367,-18.12346815491919,2000.0
16.2,2010.0,0.545,0.5935435060614983,8.907065332385002,-18.07458404113,-18.22579199765976,0.8365777944636251,3.9801322252520563e-07,0.048543506061498265,0.1512079565297597,-18.06919588565837,2010.0
16.4,2000.0,0.549,0.594504504162346,8.288616423013837,-18.0196740285984,-18.172534343388314,0.8482967813253235,4.3742370577588075e-07,0.04550450416234597,0.15286031478991546,-18.01681463656972,2000.0
16.6,1990.0,0.552,0.5954423527769348,7.8699914450968755,-17.9651575039938,-18.11976898760762,0.8606185811588279,4.767994032447732e-07,0.043442352776934756,0.15461148361382016,-17.964978657497475,1990.0
16.8,2000.0,0.555,0.5955795881444574,7.3116375035058345,-17.9107954783297,-18.06706034712263,0.8724619126045866,5.16949228882701e-07,0.04057958814445739,0.1562648687929311,-17.91157112198234,2000.0
17.0,2000.0,0.558,0.5960895211105486,6.826079052069629,-17.8567000534508,-18.014419091770716,0.8832485165109517,5.583418353383936e-07,0.03808952111054853,0.15771903831991452,-17.858975954487967,2000.0
17.2,2000.0,0.561,0.596583140335578,6.3428057639176405,-17.8030414302596,-17.96195002037569,0.89259237382885,6.004872516595627e-07,0.03558314033557797,0.15890859011608782,-17.806583190160413,2000.0
17.4,2000.0,0.564,0.5970613205780614,5.861936272705929,-17.7496455656364,-17.909649241184695,0.9014471582354624,6.433324176416164e-07,0.03306132057806144,0.1600036755482961,-17.754356025973447,2000.0
17.6,2000.0,0.567,0.5975248242022043,5.383566878695657,-17.6964564674006,-17.857515343705167,0.9101193597783768,6.868301872069681e-07,0.03052482420220437,0.1610588763045655,-17.702293197388272,2000.0
17.8,2000.0,0.57,0.5979743604530758,4.907782535627349,-17.6434773320284,-17.805548676574407,0.9185907148348642,7.309341991785049e-07,0.027974360453075886,0.1620713445460069,-17.650407406608938,2000.0
18.0,1990.0,0.573,0.5987882610168682,4.500569112891495,-17.5908835498837,-17.75396273736641,0.9270664945297188,7.751407363712548e-07,0.025788261016868264,0.16307918748271177,-17.599683805381098,1990.0
18.2,1990.0,0.576,0.5992090567039646,4.029350122216089,-17.538679352748,-17.702637935136778,0.9348399562541004,8.193746038613962e-07,0.02320905670396467,0.16395858238877636,-17.54845333121941,1990.0
18.4,1990.0,0.579,0.599617262314061,3.5608397779034586,-17.4867562797198,-17.65146831350703,0.9419244550131718,8.640420637507358e-07,0.020617262314061024,0.16471203378723231,-17.497342111058334,1990.0
18.6,2000.0,0.581,0.5996404026566073,3.208330921963405,-17.435007153861,-17.60024335467584,0.9477266017539142,9.096158352820446e-07,0.01864040265660738,0.1652362008148387,-17.44537465306528,2000.0
18.8,1990.0,0.584,0.6004006825447663,2.808336052186018,-17.3834382620672,-17.549291272858714,0.9540863452394431,9.556182746889673e-07,0.016400682544766343,0.16585301079151193,-17.3952514154403,1990.0
19.0,2000.0,0.587,0.6004064895880311,2.2838994187446584,-17.3322242155644,-17.498387837208664,0.9586976234420646,1.0019870623793485e-06,0.013406489588031145,0.1661636216442659,-17.343635035997682,2000.0
19.2,2000.0,0.589,0.6007755038078215,1.9992366396980565,-17.2813135531451,-17.447540733139355,0.9618897283650223,1.0491996372155296e-06,0.011775503807821552,0.16622717999425518,-17.292808181925686,2000.0
19.4,2000.0,0.591,0.6011361105435759,1.7150779261549718,-17.2306589946743,-17.39684921252028,0.9645029705326204,1.0967575970270636e-06,0.010136110543575882,0.16619021784597976,-17.242169930869906,2000.0
19.6,2000.0,0.594,0.6014884565509201,1.2606829210303232,-17.1802653092875,-17.34631300630262,0.9665025191744635,1.144627331140961e-06,0.0074884565509201195,0.16604769701512012,-17.19168557466189,2000.0
19.8,2000.0,0.596,0.6018326813558149,0.9786378113783456,-17.1301908810118,-17.295933225480216,0.9675452283029474,1.1927720018403558e-06,0.005832681355814939,0.1657423444684163,-17.14137095101413,2000.0
20.0,1990.0,0.599,0.6025340327090053,0.5899887661110716,-17.0805443528141,-17.245915626806863,0.9681850330813115,1.2407079084699078e-06,0.003534032709005319,0.1653712739927613,-17.092187876107513,1990.0
20.2,2000.0,0.601,0.6024969264213184,0.24907261585996318,-17.0312068954266,-17.195939474562156,0.9672396098939531,1.2888132211919604e-06,0.0014969264213183786,0.16473257913555628,-17.041488934612616,2000.0
20.4,2000.0,0.603,0.602817642912815,0.030241639665828823,-16.9821706775262,-17.14601619575808,0.9648090420426054,1.3375790570274348e-06,0.0001823570871849478,0.16384551823188076,-16.991582450407716,2000.0
20.6,2000.0,0.605,0.6031318158862518,0.3087907626030129,-16.9334243695405,-17.096241901641925,0.9615156896102927,1.3865260282589227e-06,0.001868184113748228,0.1628175321014247,-16.941853452462055,2000.0
20.8,2000.0,0.607,0.6034395612996497,0.5865632125782994,-16.8848441698689,-17.046617653379826,0.9580987652797719,1.435627603327225e-06,0.003560438700350277,0.16177348351092746,-16.892274251278874,2000.0
21.0,1990.0,0.609,0.6041009420355217,0.8044430155136807,-16.836635370647,-16.997353817019757,0.954575797566746,1.4843989090930077e-06,0.004899057964478315,0.16071844637275845,-16.84385255106354,1990.0
21.2,2000.0,0.611,0.6040352544470361,1.1398928891921263,-16.788728988147,-16.948125441085956,0.9494253737224065,1.5332297818823402e-06,0.006964745552963891,0.15939645293895666,-16.793896102536625,2000.0
21.4,2000.0,0.614,0.6043239044174792,1.5759113326581116,-16.741004635948,-16.89894317894462,0.9434233275193041,1.5825984739075977e-06,0.009676095582520805,0.15793854299662158,-16.744724842322466,2000.0
21.6,2000.0,0.616,0.6046071350939916,1.849491056170201,-16.6935638366185,-16.84991006167947,0.9365658920476393,1.6320443770422662e-06,0.011392864906008437,0.15634622506096818,-16.695733667824708,2000.0
21.8,1990.0,0.618,0.6052416157062767,2.0644634779487596,-16.6462931275465,-16.801233813173837,0.9307819130671202,1.681081556868857e-06,0.012758384293723335,0.15494068562733787,-16.64789430598774,1990.0
22.0,2000.0,0.619,0.605156781790734,2.2363842018200386,-16.5992452104321,-16.752588779492598,0.9237984445468911,1.7301067997323616e-06,0.01384321820926604,0.15334356906049607,-16.5985180922431,2000.0
22.2,2000.0,0.621,0.605423677505844,2.5082644918125556,-16.5523661575757,-16.7039919100844,0.9160367228784612,1.7795850544352363e-06,0.01557632249415597,0.15162575250869992,-16.549928100097176,2000.0
22.4,2000.0,0.623,0.605685938550174,2.7791430898597023,-16.5057657032842,-16.655539084298024,0.9074003818194392,1.8290633287281666e-06,0.017314061449825946,0.14977338101382287,-16.501523807801025,2000.0
22.6,1990.0,0.625,0.6062972643816141,2.992437698941739,-16.459499538498,-16.60743713276213,0.8987976452024511,1.878061611717996e-06,0.01870273561838587,0.14793759426412834,-16.454236626058616,1990.0
22.8,1990.0,0.627,0.6065486795192958,3.261773601388229,-16.4134621978536,-16.55958184541907,0.8902426910550195,1.9265025926403393e-06,0.020451320480704194,0.14611964756547025,-16.40644677753552,1990.0
23.0,2010.0,0.629,0.6060919119253756,3.6419853854728794,-16.3676541343872,-16.511437604819793,0.8784610748250927,1.97575938157608e-06,0.02290808807462441,0.14378347043259154,-16.356745554335767,2010.0
23.2,1990.0,0.63,0.6070387244151503,3.6446469182301153,-16.3220759105454,-16.463659975645314,0.8674390799055041,2.0249908746747827e-06,0.022961275584849727,0.14158406509991295,-16.310538738080606,1990.0
23.4,2000.0,0.632,0.6069265549993107,3.967317246944511,-16.2766226768509,-16.416014727427065,0.8563941878090833,2.0736382760565546e-06,0.02507344500068931,0.13939205057616633,-16.26218952919594,2000.0
23.6,2000.0,0.634,0.6071621451055901,4.233100141074122,-16.2313497340608,-16.368406729370534,0.844396784958223,2.122620717499917e-06,0.02683785489440993,0.13705699530973448,-16.214589375384968,2000.0
23.8,1990.0,0.635,0.6077436615912356,4.2923367572857325,-16.1865241631253,-16.32114893882715,0.8317089842459318,2.1710296893439433e-06,0.027256338408764402,0.13462477570185172,-16.168149984564124,1990.0
24.0,2000.0,0.637,0.6076212344619631,4.612051104872349,-16.1418277666211,-16.27391771769813,0.8183085149141129,2.219253848229692e-06,0.029378765538036866,0.13208995107703103,-16.12018696290159,2000.0
24.2,1990.0,0.636,0.6081935427980368,4.372084465717481,-16.0967852311446,-16.22694017756694,0.8085772690220929,2.267298113498095e-06,0.027806457201963175,0.1301549464223406,-16.074000688227684,1990.0
24.4,2050.0,0.633,0.6063413727123071,4.211473505164749,-16.0508682326829,-16.178936010544437,0.797886918046977,2.3174233335166324e-06,0.02665862728769286,0.1280677778615349,-16.02129122207788,2050.0
24.6,2100.0,0.63,0.6048712986272,3.9886827575873,-16.003652599772,-16.129416604010224,0.7858456277663509,2.3726405125572502e-06,0.02512870137279999,0.1257640042382242,-15.967611847876173,2100.0
24.8,2150.0,0.628,0.6034368519884723,3.9113293011986787,-15.954924907593,-16.078501241516744,0.7745340992794851,2.432720308580779e-06,0.024563148011527702,0.12357633392374368,-15.912566479863514,2150.0
25.0,2230.0,0.626,0.6010665204789628,3.982983949047475,-15.9041485054811,-16.0255558132896,0.7633688013329293,2.499142976076285e-06,0.024933479521037194,0.12140730780850006,-15.853099338644196,2230.0
25.2,2280.0,0.624,0.5997238155167341,3.890414180010553,-15.85153635345,-15.97091419753419,0.7530995193296145,2.5721410397464243e-06,0.02427618448326585,0.11937784408419105,-15.794233708184933,2280.0
25.4,2330.0,0.622,0.598420245384069,3.7909573337509617,-15.7980596470316,-15.914887387963075,0.739506898579324,2.6503899111503195e-06,0.02357975461593098,0.11682774093147508,-15.734072459930944,2330.0
25.6,2350.0,0.621,0.5980840155869592,3.690174623678063,-15.7435587577437,-15.858107387011236,0.727590445274596,2.732526806646786e-06,0.02291598441304077,0.11454862926753506,-15.675573583718126,2350.0
25.8,2410.0,0.619,0.5965337346330222,3.629445131983493,-15.6875525748034,-15.800031042307245,0.7169918122505762,2.8188340070810096e-06,0.022466265366977822,0.11247846750384483,-15.61263779146113,2410.0
26.0,2450.0,0.618,0.5956298067165414,3.6197723759641702,-15.6300999784535,-15.740660188861026,0.7073544670855321,2.9103613171437596e-06,0.022370193283458573,0.11056021040752562,-15.54988891416331,2450.0
26.2,2510.0,0.617,0.5941563392873609,3.7023761284666294,-15.571151876878,-15.67981213278985,0.6978305572447903,3.0070036896869055e-06,0.022843660712639102,0.10866025591185036,-15.48413159007087,2510.0
26.4,2560.0,0.616,0.5930180174249422,3.730841327119771,-15.510876700356,-15.617475402030987,0.6872512994222945,3.1093511773241494e-06,0.02298198257505779,0.10659870167498653,-15.4175879539317,2560.0
26.6,2620.0,0.614,0.5916248783226469,3.6441566249760777,-15.4491178623264,-15.553551976434402,0.6759875550090233,3.2174294903183094e-06,0.022375121677353116,0.10443411410800252,-15.348716709218353,2620.0
26.8,2670.0,0.614,0.5905574015893996,3.818012770456086,-15.385393061507,-15.488141361630902,0.6678301926583244,3.3313283195889065e-06,0.023442598410600368,0.10274830012390268,-15.279104280323793,2670.0
27.0,2750.0,0.613,0.588685190572365,3.9665268234314808,-15.319818389165,-15.420723714565213,0.6586587571532718,3.4518951464213907e-06,0.024314809427634976,0.10090532540021258,-15.205079667864549,2750.0
27.2,2790.0,0.612,0.5879695612761733,3.926542275135083,-15.2528373209109,-15.351845246778305,0.6491115310832765,3.5788485226665247e-06,0.024030438723826708,0.09900792586740614,-15.132743528387694,2790.0
